list_pos,name,wkr_direct,bezirk,source
1,Kai Wegner,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
2,Heiko Melzer,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
3,Bettina Meißner,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
4,Kerstin Brauner,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
5,Dr. Ersin Nas,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
6,Max Grüninger,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
7,Beate Bathe,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
8,Stefan Putzger,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
9,Silke Lehmann,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
10,Anastasia Vidojkovic,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
11,Christian König-Tumpiya,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
12,Jörg Mollenhauer,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
13,Ulrike Billerbeck,,05,https://www.cdu-spandau.de/presse/lokal/292/Wahl-Parteitag-der-CDU-Spandau-Kai-Wegner-auf-Platz-Eins-.html
